Channel_Sumber,Author,Comment_Final,Likes,Time,Tipe_Komentar
Pixa Focus ID,@dakwah_chennel,produk transsion holdings grup infinix tecno itel tecno infinix dominasi harga juta,0,2025-12-27 22:05:46+00:00,Utama
Pixa Focus ID,@tanya84948,moto g57 masuk,0,2025-12-27 22:02:57+00:00,Utama
Pixa Focus ID,@dakwah_chennel,tetep sales konter handphone kamera bagus oddo oviv sumsang coba toko handphone ditawarinnya,0,2025-12-27 22:02:54+00:00,Utama
Pixa Focus ID,@IyanFyan-z4o,poco x7 pro masuk rekomendasi woii,0,2025-12-27 20:33:19+00:00,Utama
Pixa Focus ID,@NadaNadut-uu3ro,bbrp unit jd inceran ku hhh oppo x8 xiaomi btw bagus chanelnya durasi out dor naahh suka bkn model studio,0,2025-12-27 20:14:03+00:00,Utama
Pixa Focus ID,@GapukCastello-cc8kz,shut down confirmation pasword ya,0,2025-12-27 19:25:20+00:00,Utama
Pixa Focus ID,@ridhofatahillah675,tecno camon pro,0,2025-12-27 21:30:45+00:00,Reply
Pixa Focus ID,@JuriahGendut,aman 4jutaan poco x7pro infinix gt pro 3jutaan tecno camon 40pro,3,2025-12-27 19:16:04+00:00,Utama
Pixa Focus ID,@Penk-gf1bv,makasih paman ben bingung nentuin beli handphone,1,2025-12-27 19:08:05+00:00,Utama
Pixa Focus ID,@miguelanshn,6jt an ambil s24fe bagus pilih 6jutaan,0,2025-12-27 18:16:04+00:00,Utama
Pixa Focus ID,@muchtaradam4378,ip video worth it ga khusus video,0,2025-12-27 17:58:12+00:00,Utama
Pixa Focus ID,@iqbalizch,fokus bahas kamera ya ben semangat fire,0,2025-12-27 17:31:06+00:00,Utama
Pixa Focus ID,@faisallatip97,saran riview bahas merek hpnya lngsung pakai kamera vidio handphone lngsung biar ngebedainnya,5,2025-12-27 17:28:56+00:00,Utama
Pixa Focus ID,@muhammadharist9980,xiaomi masuk jajar utk,0,2025-12-27 17:26:13+00:00,Utama
Pixa Focus ID,@faisallatip97,channel cari fokus hadap kamera moga chanel sukses bng handphone infinik note pro masuk rekomendasi,0,2025-12-27 17:22:42+00:00,Utama
Pixa Focus ID,@chengchaiyo6405,suka buanget vidio red heart manfaat banget utama suka ngabadikan moment paham banding hasil kamera simpulin nyata pakai ip dapetin hasil foto vidio,0,2025-12-27 17:21:23+00:00,Utama
Pixa Focus ID,@asezettt,reviewer rekomendasiin hp-hp jujur channel akurat banget tdi nemu rekomendasi channel asli nyebut nama handphone aja miss wkwwk moga channel kembang dkenal moga 42k 100k kwkkw,4,2025-12-27 17:12:27+00:00,Utama
Pixa Focus ID,@PixaFocusID,komen muncul dashboard terima kasih doa komentar aminn bantu doa dukung folded hands dukung tonton,0,2026-03-23 05:08:47+00:00,Reply
Pixa Focus ID,@aJiii26,x300 tetep find x8,0,2025-12-27 16:59:41+00:00,Utama
Pixa Focus ID,@PixaFocusID,lihat harga find x8 murah x300 harga nambah x300,0,2025-12-27 17:05:11+00:00,Reply
Pixa Focus ID,@Respect0vidio,x300 pro nambah dikit dikit x300 find x8 x300 ya x300 dikit x300 pro beda tipis nambah juta,0,2025-12-28 01:11:08+00:00,Reply
Pixa Focus ID,@naldikesaulyaprayce,riview poco,0,2025-12-27 16:58:30+00:00,Utama
Pixa Focus ID,@indradalopez,trusted reviewer,0,2025-12-27 16:54:48+00:00,Utama
Pixa Focus ID,@SenjaKalimantan,req vivo x200 ultra vs vivo x300 pro jujur bingung banget mok up pro,0,2025-12-27 16:54:30+00:00,Utama
Pixa Focus ID,@yoosanzy,review realme paman,0,2025-12-27 16:48:28+00:00,Utama
Pixa Focus ID,@IyanFyan-z4o,realme bawa kamera buruk buruk,0,2025-12-27 20:45:24+00:00,Reply
Pixa Focus ID,@ahmadhaikal9442,nyangka komen ditanggapin alhamdulilah referensi terimakasih pixa fokus folded hands,34,2025-12-27 16:41:27+00:00,Utama
Pixa Focus ID,@PixaFocusID,senang bantu folded hands,3,2025-12-27 17:01:40+00:00,Reply
Pixa Focus ID,@sharonsirupa2429,sapskrep like share n hype blom face with tears of joy,0,2025-12-27 23:29:48+00:00,Reply
Pixa Focus ID,@duniapixel,paman focus ngebahas segmen kamera ya ngbahas campur kaya ytuber belah sukses,2,2025-12-27 16:39:13+00:00,Utama
Pixa Focus ID,@PixaFocusID,iya usaha bahas kamera perangkat kait ngonten kyk microphone tripod gimbal filter kamera action,0,2025-12-27 17:06:27+00:00,Reply
Pixa Focus ID,@duniapixel,terima kasih paman folded hands,0,2025-12-27 19:57:17+00:00,Reply
Pixa Focus ID,@haridevidrasulaiman,rekomendasi gimbal harga an gak tolonng balas folded hands,0,2025-12-27 16:37:14+00:00,Utama
Pixa Focus ID,@MBagusWicaksono,dana jt better ambil pixel pro or iphone,0,2025-12-27 16:30:49+00:00,Utama
Pixa Focus ID,@Respect0vidio,ipone alas handphone resmi juta second,0,2025-12-28 01:06:48+00:00,Reply
Pixa Focus ID,@wpvfamily920,realme pro layak paman,0,2025-12-27 16:19:33+00:00,Utama
Pixa Focus ID,@PixaFocusID,layak harga juta ken foto foto zoom nyari kamera utama video saranin harga,1,2025-12-27 17:01:07+00:00,Reply
Pixa Focus ID,@wpvfamily920,vidio rekam giat anak pas latih pas lomba folded hands,0,2025-12-29 14:56:16+00:00,Reply
Pixa Focus ID,@rifatdndra,thumbnailnya sobathape loudly crying face rolling on the floor laughing,0,2025-12-27 16:18:49+00:00,Utama
Pixa Focus ID,@astu-z9v8f,bagus nonton moga sehat paman folded hands folded hands,1,2025-12-27 16:10:39+00:00,Utama
Pixa Focus ID,@PixaFocusID,makasih tonton ya moga sehat folded hands,0,2025-12-27 17:04:35+00:00,Reply
Pixa Focus ID,@josseandreaputra7465,saran bikin list-list handphone kamera biar konten folded hands light skin tone,0,2025-12-27 16:10:32+00:00,Utama
Pixa Focus ID,@PixaFocusID,maksud bikin lihat kamera hp maksud list ya,0,2025-12-27 16:38:49+00:00,Reply
Pixa Focus ID,@josseandreaputra7465,list-list handphone khusus kamera beaming face with smiling eyes,0,2026-01-04 23:12:01+00:00,Reply
Pixa Focus ID,@BellaPutriAndini,reno murah crying face,0,2025-12-27 16:07:49+00:00,Utama
Pixa Focus ID,@awieong39,rugi staff markom pantengin channel era markom usaha shoot produk langsung hp,0,2025-12-27 16:05:15+00:00,Utama
Pixa Focus ID,@Edi.Junaedi,akhirnyahh tunggu blii love you gesture call me hand,0,2025-12-27 16:04:52+00:00,Utama
Pixa Focus ID,@PixaFocusID,siapp moga suka rekomendasi,0,2025-12-27 16:39:05+00:00,Reply
Pixa Focus ID,@dairynaufal,youtube utama lihat review kamera red heart,0,2025-12-27 16:02:47+00:00,Utama
Pixa Focus ID,@PixaFocusID,senang banget beremanfaat makasih,0,2025-12-27 17:07:14+00:00,Reply
Pixa Focus ID,@ariesaries91,makasih video handphone pilih wlo sya pegang lgsg dr hasil ngulik ulas nilai mutu kamera vivo x300 pro unggul banding saing oppo find x9 pro varian ultra oppo unggul mari lihat salam sehat flexed biceps flexed biceps flexed biceps,0,2025-12-27 16:01:31+00:00,Utama
Pixa Focus ID,@calmboy42,banget lihat review hp kamera smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes,0,2025-12-27 15:57:08+00:00,Utama
Pixa Focus ID,@PixaFocusID,mantap kamera timbang utama orang jaman grinning face with smiling eyes,1,2025-12-27 17:05:42+00:00,Reply
Pixa Focus ID,@ImmanuelAritonang-q2g,review mahal tonton red heart,3,2025-12-27 15:46:56+00:00,Utama
Pixa Focus ID,@PixaFocusID,folded hands folded hands tes ganti ngetes ulang orang bikin,0,2025-12-27 16:40:09+00:00,Reply
Pixa Focus ID,@jonathanprasanto1249,p80 ultra,1,2025-12-27 15:45:26+00:00,Utama
Pixa Focus ID,@PixaFocusID,rekomen konsisten exposure konsisten zoom bagus banget mantep banget dapet soft banget kondisi cahaya nyampur remang suka konsisten white balance exposurenya video bersih beberpaa ponsel,0,2025-12-27 17:04:10+00:00,Reply
Pixa Focus ID,@RudySaja-x9l,uda cobain x300 pro beaming face with smiling eyes masuk,1,2025-12-27 15:40:11+00:00,Utama
Pixa Focus ID,@PixaFocusID,bangg ayo tonton sampe abiss utama segmen juta ya beaming face with smiling eyes,0,2025-12-27 16:40:42+00:00,Reply
Pixa Focus ID,@Ivan-up7ny,wkwkw pohon juta,29,2025-12-27 15:31:20+00:00,Utama
Pixa Focus ID,@PixaFocusID,iya buruk ngasih harga kicep,1,2025-12-27 16:36:55+00:00,Reply
Pixa Focus ID,@kxrco_mumetz3224,beli vivo x300 muahal banget gpp dapet adik v60 5g mumpuni telefoto grinning face with smiling eyes,2,2025-12-27 15:29:38+00:00,Utama
Pixa Focus ID,@PixaFocusID,banget beda harga tele banget lho,0,2025-12-27 16:41:23+00:00,Reply
Pixa Focus ID,@masyastian,mantab beli,0,2025-12-27 15:22:56+00:00,Utama
Pixa Focus ID,@daunhijau74,shootingnya pakai,0,2025-12-27 15:14:46+00:00,Utama
Pixa Focus ID,@nengahbennuwardana5288,oppo find x8 ultra spill video tulis skip pura,0,2025-12-27 15:19:09+00:00,Reply
Pixa Focus ID,@PixaFocusID,segmen juta,0,2025-12-27 15:19:12+00:00,Reply
Pixa Focus ID,@daunhijau74,waw pantes ok banget salam sukses,0,2025-12-27 15:22:03+00:00,Reply
Pixa Focus ID,@ariyaprayoga276,tunggu bangg tecno vs moto,0,2025-12-27 15:12:49+00:00,Utama
Pixa Focus ID,@buildteng,alhamdulillah beneran puas banget hasil tonton channel ambil putus beli daily gear jernih pol lihat video layar p oled moto edge fusion heart hands,1,2025-12-27 15:09:35+00:00,Utama
Pixa Focus ID,@PixaFocusID,bagus terima kasih sharing percaya rekomendasi ya,0,2025-12-27 15:19:51+00:00,Reply
Pixa Focus ID,@Muharief-y2l,keren clapping hands clapping hands clapping hands pertahanin konten teman,2,2025-12-27 15:08:17+00:00,Utama
Pixa Focus ID,@PixaFocusID,makasih moga pandu aminn folded hands,0,2025-12-27 17:01:22+00:00,Reply
Pixa Focus ID,@adeitsme_,vivo v50 masuk kandidat worth kamera hubung harga 5jtn,0,2025-12-27 15:07:01+00:00,Utama
Pixa Focus ID,@PixaFocusID,segmentasi gerus harga segitu harap video bagus telefoto v50 pimpin salah,0,2025-12-27 19:05:05+00:00,Reply
Pixa Focus ID,@squidy1937,butuh ultrawide,0,2025-12-27 22:48:38+00:00,Reply
Pixa Focus ID,@nengahbennuwardana5288,poco x7 pro banding f7 paman ben kamera pakai lensa persis beda x7 pro pro mode video f7,0,2025-12-27 15:05:00+00:00,Utama
Pixa Focus ID,@IyanFyan-z4o,org pakai f7 prefer game istri pakai x7 pro kamera kalah x7 pro menang kali sya compare mlm text cahaya neon x7 pro baca f7 blur baca siang smooth bgt 4k 60fps x7 pro salah channel rekomendasi kn x7 pro,2,2025-12-27 20:52:19+00:00,Reply
Pixa Focus ID,@arekseo,kacau kacau kacau mantap find x9 pro channel nyata pilih x300 pro face with open mouth i like your brutal honesty moga manfaat viewers chanel-chanel gede mkbhd nobat find x9 pro best phone dr design kamera os dll fokus kamera vivo better sensor hpb plus video shoot x300 pro jd mikir,7,2025-12-27 14:59:22+00:00,Utama
Pixa Focus ID,@PixaFocusID,ken find x9 pro saraning tunggu coz oppo processingnya tetep biar detail wajah drpd vivo bagus gitu vivo kadang halus banget maksimal aja spesifikasi kayak find x8 ultra telefoto tunggu update aja pas kali rilis soft banget hasil utama telefoto update fix bagus butuh update bagus,0,2026-01-05 11:48:32+00:00,Reply
Pixa Focus ID,@awanhozhi4622,bikin video pakai handphone camera handphone handphone,0,2025-12-27 14:56:56+00:00,Utama
Pixa Focus ID,@nengahbennuwardana5288,handphone oppo find x8 ultra spill video tulis skip pura,0,2025-12-27 15:19:26+00:00,Reply
Pixa Focus ID,@PixaFocusID,handphone dipake,0,2025-12-27 19:06:12+00:00,Reply
Pixa Focus ID,@PixaFocusID,cek dst,0,2025-12-27 19:06:33+00:00,Reply
Pixa Focus ID,@MonasMohmed,request test kamera redmi note pro 5g rilis 4jt an skrg ahir dpt 5jt sensor sony imx766 ois n uw jg cb bandingin camon gmn,0,2025-12-27 14:56:11+00:00,Utama
Pixa Focus ID,@ikhwanulfikribest,review iqoo neo,1,2025-12-27 14:47:00+00:00,Utama
Pixa Focus ID,@7uckyy754,bagus paman ben beda ngasih kisar harga beli range harga segitu rendah mepet,1,2025-12-27 14:43:49+00:00,Utama
Pixa Focus ID,@PixaFocusID,terima kasih ngikutin kawan nanya range harga simpul orang tangga budget,0,2025-12-27 19:07:31+00:00,Reply
Pixa Focus ID,@JORDY-nx3yp,x9 pro nyoba ya beaming face with smiling eyes beaming face with smiling eyes,0,2025-12-27 14:37:05+00:00,Utama
Pixa Focus ID,@PixaFocusID,udaah haha gimana processingnya soft tele video jitter lumayan kayak butuh update bahas biar adil,0,2025-12-27 14:40:22+00:00,Reply
Pixa Focus ID,@JORDY-nx3yp,megang x300p gatau banding pakai x9p zoomnya ok sampe max 30x aja kayak cat air last update video ok fokus cepat nangkepnya,0,2025-12-28 01:39:02+00:00,Reply
Pixa Focus ID,@BiggMannsss,abis tonton channel kmarin jdi ambil samsung a56 istri ui cocok cewek trlalu neko setingan2nya mantap kamera cakep chipset kalah kelas update osnya bikin aman dipake thanks ko ben raising hands light skin tone,1,2025-12-27 14:34:44+00:00,Utama
Pixa Focus ID,@PixaFocusID,mantapp neng banget dengernya ui cakep karakter fungsional kamera video oke stabil kejut aneh d,0,2025-12-27 14:39:30+00:00,Reply
Pixa Focus ID,@BiggMannsss,ko video stabil aplagi foto detail istri neng pakai a56 upgrade redmi 9t daily use grinning face with sweat,0,2025-12-27 15:09:59+00:00,Reply
Pixa Focus ID,@JohanFransisko-1015,bikin penasaran video pakai kamera nyata handphone impi diapakai x300 pro grinning face with sweat pilih jatuh 15t pro jangkau kelas telefoto puas kamera leicanya bagus moga kebel seri flagsipnya vivo utama seri x aamiin palms up together kembang chanelya paman thumbs up,1,2025-12-27 14:34:25+00:00,Utama
Pixa Focus ID,@PixaFocusID,aminn terima kasih ya sebenerrnya pilih handphone value 15t pro cakep banget hasil foto,0,2025-12-27 19:08:31+00:00,Reply
Pixa Focus ID,@akhmad2247,iphone kamera nyata kalah vivo x300 pro face with open mouth,1,2025-12-27 14:30:24+00:00,Utama
Pixa Focus ID,@jeer_id,usernya face with tears of joy,0,2025-12-27 14:31:33+00:00,Reply
Pixa Focus ID,@PixaFocusID,compare yah d,0,2025-12-27 14:44:05+00:00,Reply
Pixa Focus ID,@ifulmb2933,bagus channelnya specialist bahas camera phone suka cuz faktor camera timbang beli handphone,1,2025-12-27 14:29:22+00:00,Utama
Pixa Focus ID,@PixaFocusID,senang bantu,0,2025-12-27 16:39:27+00:00,Reply
Pixa Focus ID,@EdoSetyo,damn pikir milih xiaomi banding find x8 nyata salah anyway lucu banget anjing,0,2025-12-27 14:27:39+00:00,Utama
Pixa Focus ID,@PixaFocusID,makasih banget iya biar santai aja bawa anjing frame xiaomi pilih subjektif suka saran find x8,1,2025-12-27 14:43:39+00:00,Reply
Pixa Focus ID,@EdoSetyo,biar tebak mode default kamera langsung leica suka tone leica,0,2025-12-27 15:38:36+00:00,Reply
Pixa Focus ID,@prasetya803,bagus banget review2nya pixa focus,0,2025-12-27 14:24:54+00:00,Utama
Pixa Focus ID,@PixaFocusID,makasih senang manfaat folded hands,0,2025-12-27 19:08:49+00:00,Reply
Pixa Focus ID,@deawahyumaldini4904,rangin selfie recordnya upside down face,0,2025-12-27 14:23:12+00:00,Utama
Pixa Focus ID,@PixaFocusID,biar cepat jalan jalan plus bawa tripod contoh contoh rekam lihat review lengkap,0,2025-12-27 14:37:47+00:00,Reply
Pixa Focus ID,@christianwijaya6906,tuju banget kelas juta orang bilang iphone pro juta sorry to say ya overprice minim inovasi apple stuck bikin saham turun kualitas android flagship juta foto iphone banding android kelas juta video diandalin iphone proses upload sosmed ndak kompres,1,2025-12-27 14:18:02+00:00,Utama
Pixa Focus ID,@PixaFocusID,video mode pro pakai grading video kamera tele zoom iphone android contoh aja pas rekam video malam remang 20x zoom vivo x300 pro jernih tajam fokus bagus tetep,2,2025-12-27 14:36:08+00:00,Reply
Pixa Focus ID,@christianwijaya6906,ko ya orang tau iphone bagus android ya flagship android kayak jaman iphone dominan inovasi,0,2025-12-27 14:39:43+00:00,Reply
Pixa Focus ID,@ridhoslamet6847,ultra milih harga ultra indo brp,0,2025-12-27 14:16:02+00:00,Utama
Pixa Focus ID,@PixaFocusID,tone suka banget xiaomi lihat lumayan bikin tenang kayak pindah harga info kasih tau d,0,2025-12-27 14:42:54+00:00,Reply
Pixa Focus ID,@ridhoslamet6847,lauching xiaomi chinanya kisar yuan varian masuk indo grinning face with sweat,0,2025-12-27 14:59:26+00:00,Reply
Pixa Focus ID,@Sarotobito,pakai x300 pro inspirasi channel konten kreator youtube hasil video portretnya puas skin tone coklat enak lihat edit shot benda warna oranye warna ubah object halang tangan ubah warna moga update fix makasih paman ben channel,2,2025-12-27 14:12:25+00:00,Utama
Pixa Focus ID,@PixaFocusID,iya lemah white balance kadang warna ubah sikon kayak ungu biru putih putih moga difix lengkap buah kamera hp kualitas aspek thumbs up terima kasih tonton ya,1,2025-12-27 19:10:14+00:00,Reply
Pixa Focus ID,@MultiSport-M,oppo find x9 pro paman ben white balace stabil,0,2025-12-28 13:26:03+00:00,Reply
Pixa Focus ID,@PixaFocusID,miya stabil berkat kamera exposurenya kadang kontras bagus tunggu update processingnya tajam gambar jarak soft maksimal banget,1,2025-12-28 13:37:31+00:00,Reply
Pixa Focus ID,@muhammadrizki4207,abgnya video kek gin mudah trus bikin handphone rekomendasi kek gin sampe smiling face with smiling eyes,0,2025-12-27 14:07:54+00:00,Utama
Pixa Focus ID,@PixaFocusID,amiinn usaha ya,0,2025-12-27 14:35:02+00:00,Reply
Pixa Focus ID,@hate_biru,tecno vs motorola crying face,0,2025-12-27 14:06:48+00:00,Utama
Pixa Focus ID,@christianwijaya6906,oppo vivo samsung masuk kelas juta segi kamera performa lucu orang gaptek bilang beli brand embel kamera bagus kayak iphone overprice harga juta kalah android flagship,1,2025-12-27 14:03:22+00:00,Utama
Pixa Focus ID,@AkuSiapa-d2h,brand sebutin kualitas banget seri flagshipnya juta kingnya handphone handphone transion holding grinning face with sweat,1,2025-12-27 15:10:31+00:00,Reply
Pixa Focus ID,@christianwijaya6906,d2h oppo vivo utama kelas juta badut banding handphone masuk samsung kesan main aman king transsion holding poco xiaomi iqoo oke,0,2025-12-27 15:22:16+00:00,Reply
Pixa Focus ID,@AkuSiapa-d2h,banget grinning face with sweat,0,2025-12-27 17:24:34+00:00,Reply
Pixa Focus ID,@squidy1937,oppo embel f vivo embel lite nebeng nama aja seri reno v kali pakai embel,1,2025-12-27 22:47:04+00:00,Reply
Pixa Focus ID,@christianwijaya6906,oppo reno 14f juta badut kayak oppo seri a face with tears of joy oppo reno 5g bagus kelas ya harga juta vivo seri y lite lawak vivo v60 lite 4g harga juta kasih snapdragon,0,2025-12-28 05:03:58+00:00,Reply
Pixa Focus ID,@rahmatarchive,cakep bangett hasil video pantai nanya pakai handphone nyata kasih tau wkwkwk nyangka hasil video vivo x300 pro bagus,0,2025-12-27 13:59:25+00:00,Utama
Pixa Focus ID,@PixaFocusID,hahah makasih tonton banget camera king ujung,0,2025-12-27 14:38:18+00:00,Reply
Pixa Focus ID,@corrostudios,oppo find x8 basic arti worth banget ya sempet bingung sol nyari handphone gantiin s21u harga bagus bagus semuaa,0,2025-12-27 13:58:21+00:00,Utama
Pixa Focus ID,@PixaFocusID,worth it kamera af sisa oke solid banget,0,2025-12-27 14:10:03+00:00,Reply
Pixa Focus ID,@corrostudios,aman af kamera pas pakai s21u pakai kamera grinning face with sweat pindah samsung ken nyoba os kek os oppo tarik otw nyari nyari x8 terima kasih rekomendasi ya sukses selaluu grinning face with smiling eyes folded hands,0,2025-12-27 15:25:00+00:00,Reply
Pixa Focus ID,@EaterMan,oppo find x9 pro masuk kalah x300 pro review-review negeri bagus banget oppi find x9 pro,0,2025-12-27 13:58:03+00:00,Utama
Pixa Focus ID,@PixaFocusID,pertanyaannbya bagus tarik kalah kecuali rekam video alam coba gampang jitter find x9 pro update an hasil foto tajam spesifikasi bagus banget ekspektasinya tajam tele find x8 ultra processingnya padan pas soft banget skip update bagus tajam tunggu 2x update bahas update matang bahas alas telefoto kit dipake nutupin lensa vivo x300 pro tutup bebas timbang kemarin pilih bahas find x9 pro,1,2025-12-27 14:04:37+00:00,Reply
Pixa Focus ID,@_Rein.,handphone find x9pro kamera x300 pro matang,0,2025-12-27 15:08:53+00:00,Reply
Pixa Focus ID,@yasa4454,beli reno 5g grinning face with sweat,0,2025-12-27 13:57:31+00:00,Utama
Pixa Focus ID,@bagusputronugroho4903,moto edge pro harga an oke ya beli reno second harga segitu,0,2025-12-27 13:57:30+00:00,Utama
