channel,username,text,tanggal,panjang_komentar,sentiment
Pixa Focus ID,@PixaFocusID,wah mantap thank you banget udah doain dan nonton bang,2025-12-30 23:28:25+00:00,54,positif
Pixa Focus ID,@muhammadriki9342,om pura series bagus gak wort gak,2025-12-30 16:49:12+00:00,33,positif
Pixa Focus ID,@Carapintarku,honor po g masuk nihhh,2025-12-30 15:15:50+00:00,22,netral
Pixa Focus ID,@Awll999,mantap bang,2025-12-30 14:42:59+00:00,11,positif
Pixa Focus ID,@hamnics5993,bang untuk hp xiaomi masih ada iklan kah yang muncul tibatiba gitu,2025-12-30 14:35:09+00:00,66,netral
Pixa Focus ID,@Ensiklopedia_Dasar,calon segmen fav gw nih,2025-12-30 14:00:49+00:00,23,netral
Pixa Focus ID,@gombimaru,appreciate banget bang buat konten rekomendasi kamera hapenya yang disayangkan adalah kenapa ngga ada konten kayagini di tahun sebelumnya brsoalnya lagi bingung mau ambil vivo x second atau iphone or samsung hahabranyway thanks banget dan semoga tahun berikutnya juga tetap produktif amiin,2025-12-30 12:53:52+00:00,289,netral
Pixa Focus ID,@PixaFocusID,haha pengennya gitu juga bang tapi baru bulan beredar bang dulu belum ngetes cukup banyak hp brbraminnn makasih banyak ya doanya dan udah nonton juga bang apresiasi banget sampe udah komen juga brbrkalau untuk vivo x atau iphone atau samsung saya cenderung ke x kalau sukanya foto bang,2025-12-30 13:05:22+00:00,285,positif
Pixa Focus ID,@rinckeshawn-uz2mq,kak battle of tele dong apa iya x sensor besar setara dengan x,2025-12-30 12:30:45+00:00,62,netral
Pixa Focus ID,@PixaFocusID,tergangung tele x nya sekecil apa kalau ukurannya beda lumayan iya di lowlight biasanya yg x besar suka lebih unggul apalagi kalau keluaran baru isp baru processing lebih canggihbrbrtp kalau di siang hari cahaya bagus biasanya yg x masih ada keunggulannya misal detail lebih asli walau kalau sensor kecil atau processing jadul bisa jadi tetep kalah karena keseimbangan terang gelap dll suka ga sebagus yg sensor besar dgn processing modern,2025-12-30 13:37:52+00:00,439,positif
Pixa Focus ID,@himurasagara7441,kalo camerahape yang dipake buat shoot video ini pake apa bang,2025-12-30 12:25:24+00:00,62,netral
Pixa Focus ID,@badkidz92,nice,2025-12-30 12:24:58+00:00,4,netral
Pixa Focus ID,@-MahardikaDwiSandra,kalau pixel untuk di tahun mending pixel atau a,2025-12-30 12:05:33+00:00,47,netral
Pixa Focus ID,@leonjancok544,kelemahan vivo x pro itu di speaker nyasayang sekalihp mahal kualitas speaker nya kureng,2025-12-30 11:59:01+00:00,88,negatif
Pixa Focus ID,@rioprayudha5182,baru nemu ni channel menarik bang,2025-12-30 11:46:18+00:00,33,netral
Pixa Focus ID,@Hahahamc5,xiaomi masih worth it ngga bang buat ngincer kamera di harga jt,2025-12-30 10:46:02+00:00,63,positif
Pixa Focus ID,@elvanovsky2008,vivo x pro,2025-12-30 10:18:08+00:00,10,netral
Pixa Focus ID,@mutiacut2660,ini rekam pake hp apa,2025-12-30 10:16:33+00:00,21,netral
Pixa Focus ID,@PixaFocusID,itu coba ditonton sampe akhir,2025-12-30 10:30:35+00:00,29,netral
Pixa Focus ID,@KangmotorAJM,gilaa kereen kameranya,2025-12-30 09:38:32+00:00,22,netral
Pixa Focus ID,@johnsonwijaya7791,kalo rekam video jam pake vivo xpro apakah frame rate nya bakal drop apakah suhu nya bakal stabil rekam video lama,2025-12-30 09:26:49+00:00,114,netral
Pixa Focus ID,@bambangsetiawan4284,akhirnya nemu akun review hp yg fokus dikameranya,2025-12-30 08:11:25+00:00,49,netral
Pixa Focus ID,@PixaFocusID,jangan lupa subs dan loncengnya bang drpd lupa lagi namanya,2025-12-30 10:30:19+00:00,59,netral
Pixa Focus ID,@gavinshorts5758,ini baru chanel idaman ngabahas tuntas tentang kamera hp,2025-12-30 07:26:29+00:00,56,netral
Pixa Focus ID,@PixaFocusID,thank you banget bang,2025-12-30 11:00:53+00:00,21,netral
Pixa Focus ID,@GreyKahf,gw beli hp xiaomi t pro berkat riview lu bg terimakasih bangett,2025-12-30 05:11:41+00:00,63,netral
Pixa Focus ID,@PixaFocusID,mantapp samasama bang gimana kesannya,2025-12-30 10:30:55+00:00,37,positif
Pixa Focus ID,@miita2195,om serius nanya ini untuk entry level kan rekomend infinix hot pro sedangkan waktu itu yg pernah di review infinix hot pro plus brapa kualitas kamera terutama untuk vidio sama om please jawab sy mo check ni ombrsoalnya yang plus selain lebih mahal juga layar curve sy kurang suka,2025-12-30 04:13:40+00:00,279,netral
Pixa Focus ID,@PixaFocusID,agak beda kualitasnya sebenernya tapi kalau dibilang beda jauh ga beda jauh juga kecuali kita cari bedanya yg pro plus lebih handal pas udah gelap banget dll yg pro biasa juga oke kok kalau dibanding brand lain di harganya untuk video pro dan pro plus miripmirip walau kalau bisa nambah budgetnya mending sekalian yg pro plus brbrdan misal bisa nambah dikit lagi juga itel s ultra juga bisa jadi pilihan ini harganya lumayan di dekat seri pro plus dan di bawah camon kalau ga salah,2025-12-30 04:21:27+00:00,481,netral
Pixa Focus ID,@miita2195,om terimakasih sekali sudah di reply,2025-12-30 06:59:46+00:00,36,netral
Pixa Focus ID,@PixaFocusID,samasama yaa,2025-12-30 10:11:46+00:00,12,netral
Pixa Focus ID,@jecr-jp7mj,review buat insta story atau render camera tiktok bang soalnya takut jauh bedanya dengan iphone aku,2025-12-30 03:51:40+00:00,99,netral
Pixa Focus ID,@PixaFocusID,banyak banget insta story di ig bang cek di highlightsnya aja udah dikelompokin per tipe hpbrandbrbr,2025-12-30 04:06:42+00:00,100,netral
Pixa Focus ID,@2303everything,mantap,2025-12-29 23:54:15+00:00,6,positif
Pixa Focus ID,@PixaFocusID,makasih banyak bang,2025-12-30 10:32:00+00:00,19,netral
Pixa Focus ID,@anggisetyaprayoga,reno kok ga ada di official ya adanya yg reno t,2025-12-29 21:51:28+00:00,47,netral
Pixa Focus ID,@TIKTOKCHANNEL96,bang mi ultra bagus gak misal compare sama tecno camon pro bagus mana,2025-12-29 16:57:50+00:00,69,positif
Pixa Focus ID,@PixaFocusID,bagus mi ultra dari segi detail kalau belum ada aneh kyk strong backlight dsb nya bang kalau udah mulai bahas pencahayaan nyampur terang gelap yg menantang keakuratan warna harusnya camon pro lebih bagus udah jauh lebih modern processingnyabrbrtp detailnya bakal kalah di bbrp sikon misal sikon yg emang udah proper banget buat foto dijamin mi ultra detailnya bakal cakep bngt,2025-12-29 18:38:59+00:00,376,positif
Pixa Focus ID,@bobysurya1188,bang itu di pantai apa,2025-12-29 15:06:35+00:00,22,netral
Pixa Focus ID,@PixaFocusID,ini di doublesix seminyak bang,2025-12-29 15:40:59+00:00,30,netral
Pixa Focus ID,@Kedaikopilih,,2025-12-29 15:03:02+00:00,0,netral
Pixa Focus ID,@heinrich5758,camon gk turun njir,2025-12-29 13:09:02+00:00,19,netral
Pixa Focus ID,@rifainmohamad3213,aku msh blm bs decide camon pro g or moto fusion,2025-12-29 12:45:35+00:00,48,netral
Pixa Focus ID,@PixaFocusID,tunggu lusa ya ada battlenya,2025-12-29 12:48:41+00:00,28,netral
Pixa Focus ID,@TanakaAdijaya,vivo x pro memang super banget ya salah satu hp android dengan kamera terbaik super banget memang performa juga bagus dimensity kalau lihat speknya buat ngonten sangat memuaskan pasti performanya,2025-12-29 12:39:22+00:00,195,positif
Pixa Focus ID,@RetnoPurboningrum,bang tolong rekomendasi hp buat konser yg bisa zoom jauh tapi harga ramah kantong,2025-12-29 12:27:19+00:00,81,netral
Pixa Focus ID,@PixaFocusID,reno moto edge pro atau vivo v bangbrbrkalau butuh yg lebih berhemat lagi agak susah nih bang,2025-12-29 12:36:01+00:00,93,netral
Pixa Focus ID,@RetnoPurboningrum,better reno atau reno yg baru rilis bang,2026-02-05 11:57:24+00:00,40,netral
Pixa Focus ID,@PixaFocusID,ampir ga ada bedanya saking mirip banget harus disampingin dulu buat mastiin tp saya belum sempet,2026-02-05 12:01:49+00:00,97,netral
Pixa Focus ID,@Respect0vidio,ramah di kantong itu budget nya brapa gak kalo oppo reno itu gak terlalu ramah juga si jt harganya,2026-03-28 06:44:47+00:00,98,netral
Pixa Focus ID,@riyandayat2902,alhamdulillah sngt puas dg x pro,2025-12-29 12:02:21+00:00,32,positif
Pixa Focus ID,@naufaly3210,ditunggu video techno camon pro vs motorola edge fusion masih bingung nyari kamera buat kerja lowlight dan ultrawide,2025-12-29 10:59:26+00:00,116,netral
Pixa Focus ID,@nadhariumaya8211,terimakasih,2025-12-29 10:08:56+00:00,11,netral
Pixa Focus ID,@nadhariumaya8211,nah ini yg ditunggu terimakasih,2025-12-29 09:56:11+00:00,31,netral
Pixa Focus ID,@PixaFocusID,samasama bang,2025-12-29 10:25:36+00:00,13,netral
Pixa Focus ID,@dafafirdaus5681,berkat video battle camera infinix note pro vs redmi note g dan tecno camon brbrakhirnya sekarang saya udah pilih infinix note pro thanks pencerahannya bang semoga sukses terus,2025-12-29 09:40:56+00:00,176,netral
Pixa Focus ID,@kenasorot,huawei pura series ga masuk bang,2025-12-29 09:31:01+00:00,32,netral
Pixa Focus ID,@rizalsyammobil1446,comon udh bisa pake stabilizer di video kfps dan prosesing nya lebih good di update sofware terbaru jadi note pro atau comon nih kelas jt an,2025-12-29 08:27:32+00:00,140,netral
Pixa Focus ID,@bgs_ahsan,update kapan bang sama biasa atau pro,2026-02-18 11:30:13+00:00,37,netral
Pixa Focus ID,@myroowieds7978,bang request bang tiap review hp boleh ngga bang sekalian review camera api nya support atau engga soalnya beberapa orang masih ada yang pakai gcam thx,2025-12-29 08:00:51+00:00,151,netral
Pixa Focus ID,@monday4742,asik vidio nya subscribe,2025-12-29 07:33:21+00:00,24,netral
Pixa Focus ID,@PixaFocusID,terima kasih bang udah subscribe loncengnya juga yah,2025-12-29 10:25:47+00:00,52,netral
Pixa Focus ID,@aditoh7693,nunggu camon pro hihi,2025-12-29 05:32:34+00:00,21,netral
Pixa Focus ID,@agussastranegara1856,alhamdulillah selalu mengikuti chanel ini smngt trus cara reviewnya detail dan jujur pengalaman ttg fotografi nya ga bs bohong keren sih sukses sll pixa fokus,2025-12-29 05:28:45+00:00,158,positif
Pixa Focus ID,@PixaFocusID,terima kasih banyak bang masih setia nonton dan ngikutin,2025-12-29 09:08:28+00:00,56,netral
Pixa Focus ID,@aldrichkessho3159,bli pixa dari pilihan ponsel bli nya ini aku kan lagi pake flow pro iphone rencana mau upgrade iphone tapi kalo android dari saran bli di video ini yang masih oke itu apa ya,2025-12-29 05:23:58+00:00,173,netral
Pixa Focus ID,@Adhe_Aries,btw g skrg harganya udah naik lg bang di shopee udah jadi jtbrpdhl kmrn bs tembus jt,2025-12-29 05:18:29+00:00,84,netral
Pixa Focus ID,@nansukainfo,kalau ngga kesampain tecno camon pro g ke camon g sudah cukup ya untuk moto,2025-12-29 05:14:26+00:00,75,netral
Pixa Focus ID,@PixaFocusID,udah cukup banget untuk foto malah skin tone kadang lebih akurat di camon g,2025-12-29 09:09:00+00:00,75,netral
Pixa Focus ID,@nansukainfo,mas malah jadi bingung garagara siin tonebruntuk fitur ai nya camon samakah,2025-12-30 11:32:26+00:00,75,netral
Pixa Focus ID,@habibsiddiq6989,realme gt t atau gt kenapa gk masuk list ni bang,2025-12-29 04:53:35+00:00,48,netral
Pixa Focus ID,@umamshofyul5229,bang tolong bahas fragship hp tahun lalu yg recommended untuk tahun ini bang smg d notice hhe,2025-12-29 04:53:30+00:00,93,positif
Pixa Focus ID,@PixaFocusID,diusahakan ya bang alasan ga disebut karena sudah lama ga cek hpnya takutnya udah berbeda,2025-12-29 10:27:17+00:00,89,netral
Pixa Focus ID,@umamshofyul5229,wahh siap mungkin kedepan ada segmen khusus ini thanks yaa bang sukses selalu channelnyaaa,2025-12-29 11:30:10+00:00,90,netral
Pixa Focus ID,@EskaStrife,bang nanya nih better dari ini mending ambil mana yah motorola edge fusion samsung a atau vivo v untuk budget masih masuk semua,2025-12-29 04:44:09+00:00,127,netral
Pixa Focus ID,@PixaFocusID,tergantung lebih ke foto atau video bang kalau ke foto mending vivo v sih ada aura light kalau ke video lebih ke abrbrkalau pengen nya seimbang fotonya bagus video bagus dgn sedikit minus motorola edge fusion,2025-12-29 10:45:06+00:00,208,netral
Pixa Focus ID,@EskaStrife,makasi bang ambil vivo aja lebih sering foto drpd video,2025-12-29 15:18:37+00:00,55,netral
Pixa Focus ID,@PixaFocusID,pilihan yg bagus bang,2025-12-29 15:40:41+00:00,21,positif
Pixa Focus ID,@aiaisya2326,sebagai emak ini chanel yg di tunggu semua perkembangan anak wajib diabadikannnnn,2025-12-29 04:30:56+00:00,81,netral
Pixa Focus ID,@PixaFocusID,wajib banget ga kejadian x bun,2025-12-29 10:26:17+00:00,30,netral
Pixa Focus ID,@MasPonsel-c6z,saya lebih suka hp yg support microsidi hp rusak file hilang,2025-12-29 04:26:32+00:00,60,positif
Pixa Focus ID,@KrispinusGS,kirain hp yg ngerecord tadi iphone jirr ternyata x pro ngeri emang king vivo,2025-12-29 03:59:53+00:00,76,netral
Pixa Focus ID,@jecr-jp7mj,aku baru ngeh karena abangnya yg komen,2025-12-30 04:05:55+00:00,38,netral
Pixa Focus ID,@noname-jb4rz,vivo x pro nih guyssbrsenggooollll donkkk,2026-02-05 17:27:28+00:00,41,netral
Pixa Focus ID,@HasriDewi-j1u,nonton ini pake tecno calon g,2025-12-29 03:55:21+00:00,29,netral
Pixa Focus ID,@kucingmanis90,mantap channel favorit gue kl lg nyari kamera hp,2025-12-29 02:53:46+00:00,48,positif
Pixa Focus ID,@mohammadfirmanwahyudi9319,ga nyangka poco x pro ini masuk recomendasi dimana mana,2025-12-29 02:47:09+00:00,55,netral
Pixa Focus ID,@PixaFocusID,soalnya all rounder termurah haha,2025-12-30 10:31:35+00:00,33,netral
Pixa Focus ID,@mohammadfirmanwahyudi9319,finally yang gw req dibuat juga haha,2025-12-29 02:40:03+00:00,36,netral
Pixa Focus ID,@rifamarwayasmyngayo3901,bersyukur udh punya tecno camon camera udh cukup bagus love it,2025-12-29 02:27:55+00:00,62,positif
Pixa Focus ID,@pawck,tahun ini gw beli hp bener murni dari pertimbangan lu bang semoga rejekinya mengalir terus ya bangg cuman lu yang bisa bahas sedetail inii terkait penggunaan kamera hp di berbagai skenario gw ngikutin dari jaman masih ribuan sekarang udah ribuan subscriber semangattt bangg,2025-12-29 02:09:16+00:00,273,netral
Pixa Focus ID,@AbiyyuRizqullah,bagus banget review nyaa,2025-12-29 02:07:10+00:00,24,positif
Pixa Focus ID,@PixaFocusID,terima kasih banyak,2025-12-29 10:28:19+00:00,19,netral
Pixa Focus ID,@thebeacon1995,akhirnya konten yang ditunggutunggu,2025-12-29 01:45:55+00:00,35,netral
Pixa Focus ID,@PixaFocusID,selamat nonton ya bang,2025-12-29 06:22:50+00:00,22,netral
Pixa Focus ID,@munougemu2003,yg ditunggu mantap bang brmaaf telat sehari,2025-12-29 01:10:14+00:00,43,positif
Pixa Focus ID,@PixaFocusID,amann makasih banyak udah nonton bang,2025-12-29 06:24:37+00:00,37,netral
Pixa Focus ID,@yusrilizamahendra1935,bang honor pleaseee,2025-12-28 23:25:47+00:00,19,netral
Pixa Focus ID,@Zooy_TV,sehat selalu bang jgn lupa minum rempah bang amp olahraga,2025-12-28 22:01:19+00:00,57,netral
Pixa Focus ID,@0xerve,nah ini baru namanya rekomendasi gak kayak media sebelah rekomendasi tapi masukkin hampir semua hp di range harga nya di kritik ngomel,2025-12-28 21:38:24+00:00,134,netral
Pixa Focus ID,@wibualter7609,waduh inisial apa itu bang,2025-12-29 02:39:44+00:00,26,netral
Pixa Focus ID,@luluchanq,edan sih ini channel isi nya daging semua beberapa minggu kemaren tibatiba muncul di rekomendasi eh dapet gold channel ternyatabrlanjutken om,2025-12-28 21:20:16+00:00,141,netral
Pixa Focus ID,@PixaFocusID,makasih banyak ya bang aminn semoga bisa terus kasih konten daging,2025-12-28 21:31:44+00:00,66,netral
Pixa Focus ID,@deodotusalvika8991,mantap tetep maen di camera phone ya bang gpp segmented,2025-12-28 20:46:56+00:00,55,positif
Pixa Focus ID,@PixaFocusID,gpp dong haha makin segmented making kena ke hati,2025-12-29 10:28:06+00:00,49,netral
Pixa Focus ID,@NasyaSantana-co5yg,semoga abang sehat terus butuh banget konten kreator yang edukatif dan objektif seperti abang ini semoga sehat dan bahagia selalu bangg,2025-12-28 19:48:12+00:00,135,netral
Pixa Focus ID,@messes-bali,when yes ketemu bang ben di bali,2025-12-28 17:32:10+00:00,32,netral
Pixa Focus ID,@PixaFocusID,saya sering ke sanur padahal,2026-03-23 05:05:54+00:00,28,netral
Pixa Focus ID,@Donghua-Anime,minggu lalu beli hp baru cari oppo reno dimana mana sudah kosong beli online juga yg jual sudah ga banyak brbrakhirnya pilih beli vivo v karena kalau nunggu oppo reno kemungkinan secara spek ga beda jauh dengan v tapi harganya bisa lebih tinggi,2025-12-28 17:03:24+00:00,244,netral
Pixa Focus ID,@AgamDelon,gimana pemakaian kak gue pengen beli juga ini,2026-02-05 01:47:39+00:00,45,netral
Pixa Focus ID,@arissetiawan3484,jejak,2025-12-28 16:45:47+00:00,5,netral
Pixa Focus ID,@Urip_ayem,wih mantep bgt xiomi t masuk kategori untung gak slah beli the best chanel abang smga kedepan tmbh bgus,2025-12-28 16:39:12+00:00,103,netral
Pixa Focus ID,@ariflukman9179,keren banggggg makasih banget sangat membantu pas lg butuh ganti hp oiya kalau oppo find x pro gamasuk ya,2025-12-28 16:01:05+00:00,105,positif
Pixa Focus ID,@PixaFocusID,makasih banyak udah nonton bang kurang sih find x pro kalau menurut saya di harga segitu ada beberapa yg lebih bagus dan konsisten kameranya belum bisa k juga dia kalau tanpa aplikasi tambahan seperti blackmagic,2025-12-28 16:22:40+00:00,211,positif
Pixa Focus ID,@ariflukman9179,kalau dia harganya sama kayak x biasa worth aja ya,2025-12-29 07:38:20+00:00,50,positif
Pixa Focus ID,@anantoagamarindro3329,reno gak ada yg jtan bang itu ketika di klik ternyta reno f hargany reno pling murah jtan besar mendekati jtbrsementra motorolla edge pro bisa dpt jtan selisihnya jauh harganya,2025-12-28 15:58:13+00:00,176,netral
Pixa Focus ID,@PixaFocusID,nah makanya dibikin kategorinya agak luas bang karena harga ini naik turun cepet banget terutama di ecomm saya sendiri bingung bagi rentang harganya sempet ada lho yg dapet reno di bawah dan di bawah sedikit bang cuma itu saya juga udah sebut motorola sbg pilihan tapi tetep di cakupan lebih milih ke reno lalu v jika budget jadi pertimbangan alternatif lainnya bisa dipertimbangkan jika budget ingin lebih berhemat,2025-12-28 17:06:16+00:00,415,netral
Pixa Focus ID,@ilhamfadilah8506,vivo x pro vs huawei ultra bang,2025-12-28 15:40:37+00:00,31,netral
Pixa Focus ID,@MuhammadAlvi-f6p,konten lu sangat sangat membantu buat para pencari hp dengan deep review btw thank bg udh udh saranin gua beli oppo reno gokss,2025-12-28 15:24:04+00:00,126,netral
Pixa Focus ID,@PixaFocusID,siapp sama bang makasih banyak udha monton dan ninggalin komen juga gimana kesannya pas udah pake hpnya bang,2025-12-28 15:28:04+00:00,108,netral
Pixa Focus ID,@SEN0-x81,sangat membantu bang lnjutkn bang,2025-12-28 15:16:50+00:00,33,netral
Pixa Focus ID,@PixaFocusID,siap bang makasih banyak udah nonton,2025-12-28 16:23:23+00:00,36,netral
Pixa Focus ID,@IisWildaniyah,ya allah semoga ke beli hp tecno camon buat ngonten,2025-12-28 14:51:28+00:00,51,netral
Pixa Focus ID,@PixaFocusID,aamiin semoga segera terwujud ya keinginan bang,2025-12-28 16:23:31+00:00,47,netral
Pixa Focus ID,@dy2568,realme pro yang jtaan gak masuk bli,2025-12-28 14:37:37+00:00,35,netral
Pixa Focus ID,@barcodegaming759,bang tlong setiap vidio kasih timestamp,2025-12-28 13:57:17+00:00,39,netral
Pixa Focus ID,@memiming2973,buat selfie yang mana bagus,2025-12-28 13:50:44+00:00,27,positif
Pixa Focus ID,@andykurniawanfirmansyah5842,bang udah aku subscribelikecommentdan hypebrterima kasih bangbrtetap semangat selalu ya bangbrdan semoga selalu jujur seperti ini ya bang reviewnya,2025-12-28 13:37:23+00:00,147,netral
